Analyte#	Protein ID	Entry Name	Protein Description	Gene	Contaminants	Protein Group	Sub Group	Number of  Used Peptide Ions	Value.NM	Value.MIC	Numb.NM	Numb.MIC	Median.NM	Median.MIC	Avg.NM	Avg.MIC	STD.NM	STD.MIC	CV.NM	CV.MIC	pval.Multiple.ANOVA	pval.NM.vs.MIC.ttest
109	NP_001165523.1	---	NP_001165523.1 Fibroblast growth factor receptor-like 1 precursor [Strongylocentrotus purpuratus]	---	N	8694	a	1	1.475; 1.638; 0.902	0.581; 0.998; 1.002	3	3	1.475	0.998	1.338	0.860	0.387	0.242	28.92	28.14	0.143622031640528	0.143622031640528
110	NP_001229579.1	---	NP_001229579.1 ribosomal protein L36 [Strongylocentrotus purpuratus]	---	N	5003	a	22	1.046; 1.053; 1.041	0.859; 0.997; 0.978	3	3	1.046	0.978	1.047	0.945	0.006	0.075	0.57	7.94	0.0781386854709086	0.0781386854709086
111	NP_001229580.1	---	NP_001229580.1 ribosomal protein S14 [Strongylocentrotus purpuratus]	---	N	41	a	21	1; 1.042; 1.484	0.438; 0.984; 1	3	3	1.042	0.984	1.175	0.807	0.268	0.320	22.81	39.65	0.201502578132208	0.201502578132208
112	NP_001229581.1	---	"NP_001229581.1 enoyl CoA hydratase, short chain, 1, mitochondrial [Strongylocentrotus purpuratus]"	---	N	42	a	20	0.925; 0.95; 1	1.037; 1.179; 0.999	3	3	0.950	1.037	0.958	1.072	0.038	0.095	3.97	8.86	0.127363419858568	0.127363419858568
113	NP_001229582.1	---	"NP_001229582.1 ras homolog gene family, member [Strongylocentrotus purpuratus]"	---	N	5004	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
114	NP_001229583.1	---	"NP_001229583.1 MMP37-like protein, mitochondrial [Strongylocentrotus purpuratus]"	---	N	5005	a	3	0.828; 1.391; 0.982	1.932; 0.843; 1	3	3	0.982	1.000	1.067	1.258	0.291	0.589	27.27	46.82	0.640318385127388	0.640318385127388
115	NP_001229589.1	---	NP_001229589.1 transketolase [Strongylocentrotus purpuratus]	---	N	5191	b	2	0.255; 1.083; 0.87	1.915; 0.823; 1.44	3	3	0.870	1.440	0.736	1.393	0.430	0.548	58.42	39.34	0.17764825326261	0.17764825326261
116	NP_001229590.1	---	NP_001229590.1 aarF domain containing kinase 2-like [Strongylocentrotus purpuratus]	---	N	7096	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
117	NP_001229594.1	---	"NP_001229594.1 enoyl CoA hydratase 1, peroxisomal-like [Strongylocentrotus purpuratus]"	---	N	5006	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
118	NP_001229595.1	---	NP_001229595.1 small nuclear ribonucleoprotein polypeptide E-like [Strongylocentrotus purpuratus]	---	N	5007	a	2	0.909; 1.385; 1.196	0.777; 0.946; 1.206	3	3	1.196	0.946	1.163	0.976	0.240	0.216	20.64	22.13	0.372335376836797	0.372335376836797
119	NP_001229596.1	---	"NP_001229596.1 ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)-like [Strongylocentrotus purpuratus]"	---	N	43	a	11	0.858; 0.873; 0.998	1.163; 1.155; 1.121	3	3	0.873	1.155	0.910	1.146	0.077	0.022	8.46	1.92	0.00687792785041284	0.00687792785041285
120	NP_001229598.1	---	NP_001229598.1 C-4 methylsterol oxidase-like [Strongylocentrotus purpuratus]	---	N	44	a	2	0.931; 1.043; 0.696	0.93; 1.366; 1.4	3	3	0.931	1.366	0.890	1.232	0.177	0.262	19.89	21.27	0.134411318610174	0.134411318610174
121	NP_001229606.1	---	NP_001229606.1 adenylate kinase 3-like [Strongylocentrotus purpuratus]	---	N	45	a	1	0.855; 1.156; 0.921	0.643; 1.714; 1.079	3	3	0.921	1.079	0.977	1.145	0.158	0.539	16.17	47.07	0.631545141883483	0.631545141883483
122	NP_001229608.1	---	"NP_001229608.1 ras homolog gene family, member C-like [Strongylocentrotus purpuratus]"	---	N	46	a	15	1.064; 1.023; 0.937	0.925; 1.167; 1	3	3	1.023	1.000	1.008	1.031	0.065	0.124	6.45	12.03	0.792785933617903	0.792785933617903
123	NP_001229612.1	---	NP_001229612.1 uncharacterized protein LOC585781 [Strongylocentrotus purpuratus]	---	N	5008	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
124	NP_001229613.1	---	NP_001229613.1 cysteine synthase-like [Strongylocentrotus purpuratus]	---	N	47	a	14	1.11; 0.774; 0.854	1.372; 1.015; 1.066	3	3	0.854	1.066	0.913	1.151	0.176	0.193	19.28	16.77	0.188804618690706	0.188804618690706
125	NP_001229616.1	---	NP_001229616.1 proteasome 26S subunit subunit 4 ATPase-like [Strongylocentrotus purpuratus]	---	N	48	a	46	1.132; 1.098; 0.981	0.914; 0.878; 0.995	3	3	1.098	0.914	1.070	0.929	0.079	0.060	7.38	6.46	0.0693465234328079	0.0693465234328079
126	NP_001229617.1	---	"NP_001229617.1 adenylate kinase 2, mitochondrial-like [Strongylocentrotus purpuratus]"	---	N	5009	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
127	NP_001229622.1	---	NP_001229622.1 DPH5 homolog-like [Strongylocentrotus purpuratus]	---	N	5010	a	1	---; 0.878; 2.35	1; 0.693; 1.677	2	3	1.614	1.000	1.614	1.123	1.041	0.503	64.50	44.79	---	---
128	NP_001229623.1	---	"NP_001229623.1 UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)-like [Strongylocentrotus purpuratus]"	---	N	5011	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
129	NP_001232902.1	---	NP_001232902.1 anoctamin-7 [Strongylocentrotus purpuratus]	---	N	49	a	11	1.025; 0.593; 0.782	2.044; 1.418; 0.743	3	3	0.782	1.418	0.800	1.402	0.217	0.651	27.13	46.43	0.20321989134823	0.20321989134823
130	NP_001268688.1	---	NP_001268688.1 ATP-binding cassette sub-family C member 9 [Strongylocentrotus purpuratus]	---	N	5839	f	24	0.701; 1.051; 0.94	1.105; 1.504; 0.931	3	3	0.940	1.105	0.897	1.180	0.179	0.294	19.96	24.92	0.22768484477493	0.22768484477493
131	NP_001292601.1	---	"NP_001292601.1 ATP-binding cassette, sub-family G (WHITE), member 2 [Strongylocentrotus purpuratus]"	---	N	5012	a	2	2.018; 0.809; 0.902	1.139; 0.666; 1.033	3	3	0.902	1.033	1.243	0.946	0.673	0.248	54.14	26.22	0.51281587902178	0.51281587902178
132	NP_001353271.1	---	NP_001353271.1 cyclin A [Strongylocentrotus purpuratus]	---	N	5013	a	1	0.675; 1.189; 0.804	0.811; 1.917; 1.404	3	3	0.804	1.404	0.889	1.377	0.267	0.553	30.03	40.16	0.241106976732241	0.241106976732241
133	NP_001353340.1	---	NP_001353340.1 ADAM isoform 1 [Strongylocentrotus purpuratus]	---	N	5014	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
134	NP_999628.1	---	NP_999628.1 kinesin heavy chain [Strongylocentrotus purpuratus]	---	N	50	a	75	1.107; 1.021; 1	0.929; 0.883; 1.005	3	3	1.021	0.929	1.043	0.939	0.057	0.062	5.47	6.60	0.0985859206188422	0.0985859206188422
135	NP_999633.1	---	NP_999633.1 77 kDa echinoderm microtubule-associated protein [Strongylocentrotus purpuratus]	---	N	51	a	36	0.972; 1.1; 1.073	0.803; 0.847; 1.142	3	3	1.073	0.847	1.048	0.931	0.067	0.184	6.39	19.76	0.357794047699263	0.357794047699263
136	NP_999634.1	---	NP_999634.1 actin related protein 1 [Strongylocentrotus purpuratus]	---	N	6537	b	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
137	NP_999637.2	---	NP_999637.2 transcription factor SoxD1 [Strongylocentrotus purpuratus]	---	N	5015	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
138	NP_999639.1	---	NP_999639.1 transcription factor SoxB1 [Strongylocentrotus purpuratus]	---	N	5016	a	14	1.078; 1.141; 0.887	1.213; 0.932; 0.826	3	3	1.078	0.932	1.035	0.990	0.132	0.200	12.75	20.20	0.761417256071182	0.761417256071182
139	NP_999641.1	---	NP_999641.1 18kDa egg cortical vesicle protein precursor [Strongylocentrotus purpuratus]	---	N	52	a	13	1.195; 0.31; 0.529	2.433; 1.149; 1	3	3	0.529	1.149	0.678	1.527	0.461	0.788	67.99	51.60	0.182331696254202	0.182331696254202
140	NP_999642.1	---	NP_999642.1 alphaP integrin precursor [Strongylocentrotus purpuratus]	---	N	53	a	18	0.952; 0.826; 0.874	1.213; 1.333; 0.994	3	3	0.874	1.213	0.884	1.180	0.064	0.172	7.24	14.58	0.048945515026472	0.048945515026472
141	NP_999643.1	---	NP_999643.1 calreticulin precursor [Strongylocentrotus purpuratus]	---	N	54	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
142	NP_999655.1	---	NP_999655.1 myosin V [Strongylocentrotus purpuratus]	---	N	5017	a	33	0.913; 1.192; 1.144	1; 0.989; 0.885	3	3	1.144	0.989	1.083	0.958	0.149	0.063	13.76	6.58	0.252612899941834	0.252612899941834
143	NP_999657.1	---	NP_999657.1 gamma tubulin 2 [Strongylocentrotus purpuratus]	---	N	5018	a	27	0.994; 1.017; 1.054	0.907; 0.859; 1.054	3	3	1.017	0.907	1.022	0.940	0.030	0.102	2.94	10.85	0.25301603554666	0.25301603554666
144	NP_999658.2	---	NP_999658.2 30 kDa yolk granule protein YP30 precursor [Strongylocentrotus purpuratus]	---	N	6273	c	7	0.871; 0.454; 0.86	1.322; 1.089; 1.156	3	3	0.860	1.156	0.728	1.189	0.238	0.120	32.69	10.09	0.04004673004162	0.04004673004162
145	NP_999659.1	---	NP_999659.1 KRP110 [Strongylocentrotus purpuratus]	---	N	55	a	33	0.876; 0.831; 0.772	1.096; 1.088; 1.229	3	3	0.831	1.096	0.826	1.138	0.052	0.079	6.30	6.94	0.00472235517809358	0.00472235517809358
146	NP_999660.1	---	NP_999660.1 KRP170 [Strongylocentrotus purpuratus]	---	N	56	a	51	1.074; 1; 1.025	0.916; 0.769; 1.02	3	3	1.025	0.916	1.033	0.902	0.038	0.126	3.68	13.97	0.158979308117073	0.158979308117073
147	NP_999661.1	---	NP_999661.1 dystrophin-like protein [Strongylocentrotus purpuratus]	---	N	5019	a	32	1; 1.116; 1	1.017; 0.956; 1	3	3	1.000	1.000	1.039	0.991	0.067	0.031	6.45	3.13	0.327068913183915	0.327068913183915
148	NP_999665.1	---	NP_999665.1 nuclear intermediate filament protein [Strongylocentrotus purpuratus]	---	N	57	a	33	0.813; 0.893; 1.172	1; 1.125; 0.973	3	3	0.893	1.000	0.959	1.033	0.188	0.081	19.60	7.84	0.569388027185688	0.569388027185688
149	NP_999680.1	---	"NP_999680.1 33 kDa inner dynein arm light chain, axonemal [Strongylocentrotus purpuratus]"	---	N	58	a	22	0.927; 1.013; 0.982	0.842; 1.085; 1.001	3	3	0.982	1.001	0.974	0.976	0.044	0.123	4.52	12.60	0.980151157905781	0.980151157905781
150	NP_999683.1	---	NP_999683.1 bindin precursor [Strongylocentrotus purpuratus]	---	N	7097	a	2	1.211; 0.86; ---	0.894; 1.114; 1.086	2	3	1.036	1.086	1.036	1.031	0.248	0.120	23.94	11.64	---	---
151	NP_999686.1	---	NP_999686.1 complement component C3 precursor [Strongylocentrotus purpuratus]	---	N	59	a	21	0.86; 0.717; 0.924	1.178; 1.124; 1.215	3	3	0.860	1.178	0.834	1.172	0.106	0.046	12.71	3.92	0.00707444399920322	0.00707444399920322
152	NP_999687.1	---	"NP_999687.1 creatine kinase, flagellar [Strongylocentrotus purpuratus]"	---	N	5020	a	10	1.751; 1.435; 0.758	0.949; 0.841; 1.165	3	3	1.435	0.949	1.315	0.985	0.507	0.165	38.56	16.75	0.344748386708478	0.344748386708478
153	NP_999688.1	---	NP_999688.1 cAMP-dependent protein kinase type II regulatory subunit [Strongylocentrotus purpuratus]	---	N	60	a	22	1.018; 0.982; 0.975	1.128; 0.92; 1.025	3	3	0.982	1.025	0.992	1.024	0.023	0.104	2.32	10.16	0.62345786220514	0.62345786220514
154	NP_999689.1	---	NP_999689.1 cyclin-dependent kinase 4 [Strongylocentrotus purpuratus]	---	N	61	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
155	NP_999692.1	---	"NP_999692.1 actin, cytoskeletal 3B [Strongylocentrotus purpuratus]"	---	N	6537	e	1	0.985; 1; ---	0.477; 2.765; 1.831	2	3	0.992	1.831	0.992	1.691	0.011	1.150	1.11	68.01	---	---
156	NP_999700.1	---	NP_999700.1 complement factor B [Strongylocentrotus purpuratus]	---	N	5021	a	1	---; ---; 0.958	1.042; 1.071; 0.796	1	3	0.958	1.042	0.958	0.970	0	0.151	0.00	15.57	---	---
157	NP_999701.1	---	NP_999701.1 fascin [Strongylocentrotus purpuratus]	---	N	5022	a	16	1.17; 0.836; 0.879	1.124; 0.897; 1.101	3	3	0.879	1.101	0.962	1.041	0.182	0.125	18.92	12.01	0.568526524731925	0.568526524731925
158	NP_999703.1	---	NP_999703.1 fibropellin-3 precursor [Strongylocentrotus purpuratus]	---	N	7903	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
159	NP_999705.1	---	NP_999705.1 speract receptor precursor [Strongylocentrotus purpuratus]	---	N	5023	a	8	1.753; 1.391; 1.343	1.715; 0.687; 1.093	3	3	1.391	1.093	1.496	1.165	0.224	0.518	14.97	44.46	0.36746046425725	0.36746046425725
160	NP_999706.1	---	"NP_999706.1 histone H2B.1, sperm [Strongylocentrotus purpuratus]"	---	N	5808	e	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
161	NP_999711.1	---	NP_999711.1 histone deacetylase 1 [Strongylocentrotus purpuratus]	---	N	62	a	35	0.99; 0.992; 1.104	0.929; 0.856; 1.13	3	3	0.992	0.929	1.029	0.972	0.065	0.142	6.32	14.61	0.561623274256557	0.561623274256557
162	NP_999714.1	---	"NP_999714.1 histone H1, early embryonic [Strongylocentrotus purpuratus]"	---	N	5172	c	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
163	NP_999720.1	---	"NP_999720.1 histone H1-gamma, late [Strongylocentrotus purpuratus]"	---	N	7205	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
164	NP_999721.1	---	"NP_999721.1 histone H2B.2, sperm [Strongylocentrotus purpuratus]"	---	N	5808	d	2	---; 0.33; 0.177	---; 1.393; 1.967	2	2	0.254	1.680	0.254	1.680	0.108	0.406	42.52	24.17	---	---
165	NP_999722.1	---	NP_999722.1 histone H1-delta [Strongylocentrotus purpuratus]	---	N	63	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
166	NP_999723.1	---	"NP_999723.1 histone H1-beta, late embryonic [Strongylocentrotus purpuratus]"	---	N	8794	a	1	---; 0.369; ---	1; ---; 1.138	1	2	0.369	1.069	0.369	1.069	0	0.098	0.00	9.17	---	---
167	NP_999730.1	---	NP_999730.1 integrin beta-C subunit precursor [Strongylocentrotus purpuratus]	---	N	64	a	24	1.087; 0.846; 0.727	1.354; 1.349; 0.944	3	3	0.846	1.349	0.887	1.216	0.183	0.235	20.63	19.33	0.128725423765124	0.128725423765124
168	NP_999736.1	---	NP_999736.1 kinesin light chain isoform 3 [Strongylocentrotus purpuratus]	---	N	5024	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
169	NP_999740.1	---	NP_999740.1 major yolk protein precursor [Strongylocentrotus purpuratus]	---	N	5025	a	40	1.164; 0.708; 0.975	1.336; 1.057; 1.197	3	3	0.975	1.197	0.949	1.197	0.229	0.140	24.13	11.70	0.185018626463358	0.185018626463358
170	NP_999741.2	---	NP_999741.2 metallothionein-B [Strongylocentrotus purpuratus]	---	N	8307	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
171	NP_999742.2	---	NP_999742.2 metallothionein-A [Strongylocentrotus purpuratus]	---	N	5026	a	2	1.328; 0.76; 0.915	1.215; 0.66; 1.037	3	3	0.915	1.037	1.001	0.971	0.294	0.283	29.37	29.15	0.903766396341384	0.903766396341384
172	NP_999743.2	---	NP_999743.2 mitochondrial ATP synthase alpha subunit precursor [Strongylocentrotus purpuratus]	---	N	5027	a	8	0.98; 0.872; 0.889	1.019; 1.165; 0.908	3	3	0.889	1.019	0.914	1.031	0.058	0.129	6.35	12.51	0.2250286160857	0.2250286160857
173	NP_999752.1	---	NP_999752.1 vesicle-fusing ATPase [Strongylocentrotus purpuratus]	---	N	65	a	55	0.933; 1.09; 1.117	0.837; 1.004; 1.005	3	3	1.090	1.004	1.047	0.949	0.099	0.097	9.46	10.22	0.288043828331638	0.288043828331638
174	NP_999753.2	---	NP_999753.2 homeobox protein OTX isoform alpha [Strongylocentrotus purpuratus]	---	N	5028	a	3	1.359; 0.465; 1.457	---; 0.831; 1.031	3	2	1.359	0.931	1.094	0.931	0.547	0.141	50.00	15.15	---	---
175	NP_999754.1	---	NP_999754.1 ovarian synaptosome-associated protein 25 homolog [Strongylocentrotus purpuratus]	---	N	5029	a	5	1.061; 0.94; 0.751	0.932; 1.374; 1.136	3	3	0.940	1.136	0.917	1.147	0.156	0.221	17.01	19.27	0.215267229252934	0.215267229252934
176	NP_999755.1	---	NP_999755.1 ovoperoxidase [Strongylocentrotus purpuratus]	---	N	66	a	4	1; 0.523; 1.008	2.527; 2.102; 1.547	3	3	1.000	2.102	0.844	2.059	0.278	0.491	32.94	23.85	0.0203310920700662	0.0203310920700661
177	NP_999759.1	---	NP_999759.1 paired box protein [Strongylocentrotus purpuratus]	---	N	67	a	4	0.966; 1.313; 1.415	0.963; 0.791; 0.796	3	3	1.313	0.796	1.231	0.850	0.235	0.098	19.09	11.53	0.0606236822917719	0.060623682291772
178	NP_999760.1	---	NP_999760.1 profilin [Strongylocentrotus purpuratus]	---	N	68	a	19	1.018; 1.075; 1.027	0.712; 0.97; 1.047	3	3	1.027	0.970	1.040	0.910	0.031	0.175	2.98	19.23	0.273773465889426	0.273773465889426
179	NP_999761.1	---	NP_999761.1 radial spokehead [Strongylocentrotus purpuratus]	---	N	69	a	17	1.022; 0.826; 1.089	1.009; 0.757; 1.199	3	3	1.022	1.009	0.979	0.988	0.137	0.222	13.99	22.47	0.953487856383993	0.953487856383993
180	NP_999765.1	---	NP_999765.1 seawi [Strongylocentrotus purpuratus]	---	N	6229	b	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
181	NP_999769.1	---	NP_999769.1 calcium-binding protein SPEC 2C [Strongylocentrotus purpuratus]	---	N	5030	a	6	1.173; 0.38; 1.806	0.781; 0.613; 1.678	3	3	1.173	0.781	1.120	1.024	0.714	0.573	63.75	55.96	0.865189687205339	0.865189687205339
182	NP_999771.1	---	NP_999771.1 sperm-activating peptides [Strongylocentrotus purpuratus]	---	N	5031	a	2	3.948; 0.294; 1.085	11.332; 0.78; 1.139	3	3	1.085	1.139	1.776	4.417	1.922	5.991	108.22	135.64	0.507443202258224	0.507443202258224
183	NP_999773.1	---	NP_999773.1 sperm receptor for egg jelly precursor [Strongylocentrotus purpuratus]	---	N	7099	a	2	---; ---; 1.048	---; 1.026; 0.906	1	2	1.048	0.966	1.048	0.966	0	0.085	0.00	8.80	---	---
184	NP_999775.2	---	NP_999775.2 50 kDa spicule matrix protein precursor [Strongylocentrotus purpuratus]	---	N	70	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
185	NP_999776.1	---	NP_999776.1 spicule matrix protein SM37 precursor [Strongylocentrotus purpuratus]	---	N	5032	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
186	NP_999777.1	---	NP_999777.1 kinesin-II 85 kDa subunit [Strongylocentrotus purpuratus]	---	N	71	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
187	NP_999781.1	---	NP_999781.1 DNA-binding protein with twelve Zn fingers [Strongylocentrotus purpuratus]	---	N	72	a	11	0.996; 0.753; 1.114	0.981; 1.131; 1.034	3	3	0.996	1.034	0.954	1.049	0.184	0.076	19.29	7.24	0.458085548617073	0.458085548617073
188	NP_999782.1	---	NP_999782.1 SRC8 protein [Strongylocentrotus purpuratus]	---	N	5033	a	3	1; 0.9; 0.829	1.19; 0.958; 1.088	3	3	0.900	1.088	0.910	1.079	0.086	0.116	9.45	10.75	0.112894056031248	0.112894056031249
189	NP_999783.1	---	NP_999783.1 src-family protein tyrosine kinase [Strongylocentrotus purpuratus]	---	N	5523	k	6	1.068; 0.932; 0.993	1.226; 0.847; 1.007	3	3	0.993	1.007	0.998	1.027	0.068	0.190	6.81	18.50	0.815949040659359	0.815949040659359
190	NP_999786.1	---	NP_999786.1 TATA-box-binding protein [Strongylocentrotus purpuratus]	---	N	73	a	2	0.865; 0.982; 1.053	1.016; 1.359; 1.092	3	3	0.982	1.092	0.967	1.156	0.095	0.180	9.82	15.57	0.183197649825362	0.183197649825362
191	NP_999787.1	---	NP_999787.1 tektin A1 [Strongylocentrotus purpuratus]	---	N	74	a	20	1.059; 0.867; 0.762	1.258; 1.003; 1.153	3	3	0.867	1.153	0.896	1.138	0.151	0.128	16.85	11.25	0.101393702640812	0.101393702640812
192	NP_999790.1	---	NP_999790.1 testis potassium dependent sodium/calcium [Strongylocentrotus purpuratus]	---	N	5034	a	1	---; ---; ---	1; 1.142; 0.872	0	3	---	1.000	---	1.005	---	0.135	---	13.43	---	---
193	NP_999802.1	---	NP_999802.1 receptor for egg jelly 2 protein precursor [Strongylocentrotus purpuratus]	---	N	5035	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
194	NP_999807.1	---	NP_999807.1 primary mesenchyme specific protein MSP130-related-2 precursor [Strongylocentrotus purpuratus]	---	N	8509	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
195	NP_999813.1	---	NP_999813.1 MAP kinase [Strongylocentrotus purpuratus]	---	N	75	a	25	1.086; 1.078; 0.935	1.129; 0.94; 0.966	3	3	1.078	0.966	1.033	1.012	0.085	0.102	8.23	10.08	0.795053571486055	0.795053571486055
196	NP_999814.1	---	NP_999814.1 ATP-binding cassette transporter subfamily A [Strongylocentrotus purpuratus]	---	N	76	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
197	NP_999817.1	---	NP_999817.1 kinesin-II 95 kDa subunit [Strongylocentrotus purpuratus]	---	N	5036	a	14	1.095; 0.993; 0.926	1.225; 0.969; 0.942	3	3	0.993	0.969	1.005	1.045	0.085	0.156	8.46	14.93	0.712305769966634	0.712305769966634
198	NP_999818.2	---	NP_999818.2 upstream stimulatory factor [Strongylocentrotus purpuratus]	---	N	5037	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
199	NP_999819.1	---	NP_999819.1 NFkB protein [Strongylocentrotus purpuratus]	---	N	5038	a	1	1.067; 1.178; 1	---; 0.643; 0.721	3	2	1.067	0.682	1.082	0.682	0.090	0.055	8.32	8.06	---	---
200	NP_999820.1	---	NP_999820.1 protein DVR-1 homolog precursor [Strongylocentrotus purpuratus]	---	N	5039	a	1	---; ---; 1.293	0.707; ---; ---	1	1	1.293	0.707	1.293	0.707	0	0	0.00	0.00	---	---
201	NP_999822.1	---	NP_999822.1 Nf-Y-A subunit [Strongylocentrotus purpuratus]	---	N	8308	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
202	NP_999823.1	---	NP_999823.1 kinesin-associated protein 3 [Strongylocentrotus purpuratus]	---	N	5040	a	0	---; ---; ---	---; ---; ---	0	0	---	---	---	---	---	---	---	---	---	---
203	NP_999828.1	---	NP_999828.1 flagellar protofilament ribbon protein rib74 [Strongylocentrotus purpuratus]	---	N	78	a	28	1.058; 0.931; 0.73	1.125; 0.984; 1.033	3	3	0.931	1.033	0.906	1.047	0.165	0.072	18.21	6.88	0.246838505577953	0.246838505577953
204	NP_999829.1	---	NP_999829.1 cell surface protein p160 precursor [Strongylocentrotus purpuratus]	---	N	79	a	17	0.844; 0.652; 0.822	1.613; 1.233; 1.127	3	3	0.822	1.233	0.773	1.324	0.105	0.256	13.58	19.34	0.0258616432880542	0.0258616432880542
205	NP_999831.1	---	NP_999831.1 stem-loop binding protein [Strongylocentrotus purpuratus]	---	N	80	a	14	1.005; 1.049; 0.992	1.037; 0.746; 0.845	3	3	1.005	0.845	1.015	0.876	0.030	0.148	2.96	16.89	0.185100290749716	0.185100290749716
206	NP_999834.1	---	NP_999834.1 syntaxin binding protein 1 [Strongylocentrotus purpuratus]	---	N	81	a	30	1.016; 0.957; 0.943	1; 1.021; 1.006	3	3	0.957	1.006	0.972	1.009	0.039	0.011	4.01	1.09	0.186333726242359	0.186333726242359
207	NP_999835.1	---	NP_999835.1 guanine nucleotide-binding protein G(q) alpha subunit [Strongylocentrotus purpuratus]	---	N	82	a	18	0.966; 0.829; 0.813	1.43; 1.034; 1	3	3	0.829	1.034	0.869	1.155	0.084	0.239	9.67	20.69	0.12292469888815	0.12292469888815
208	O43790	KRT86_HUMAN	"sp|O43790|KRT86_HUMAN Keratin, type II cuticular Hb6 GN=KRT86"	---	Y	6943	a	3	1; 1.232; 0.936	0.861; ---; ---	3	1	1.000	0.861	1.056	0.861	0.156	0	14.77	0.00	---	---
209	O77727	K1C15_SHEEP	"sp|O77727|K1C15_SHEEP Keratin, type I cytoskeletal 15 GN=KRT15"	---	Y	6944	b	4	0.538; 1.377; 0.886	1.613; 1; 0.77	3	3	0.886	1.000	0.934	1.128	0.422	0.436	45.18	38.65	0.608944718502573	0.608944718502573
